snp	locus_gene	locus_entrez_id	distance_to_snp
rs13469	TMEM199	147007	8472
rs13469	MIR4723	100616388	11545
rs13469	IFT20	90410	13620
rs13469	SEBOX	645832	15159
rs13469	SARM1	23098	15247
rs13469	VTN	7448	18167
rs13469	TMEM97	27346	20424
rs13469	KRT18P55	284085	31326
rs13469	SLC46A1	113235	45647
rs13469	PPY2P	23614	100820
rs13469	PYY2	23615	121044
rs13469	SLC13A2	9058	124184
rs13469	NLK	51701	152728
rs13469	FOXN1	8456	157134
rs13469	UNC119	9094	197598
rs13469	PIGS	94005	204274
rs13469	ALDOC	230	224006
rs13469	SPAG5	10615	228456
rs13469	SGK494	124923	258855
rs13469	KIAA0100	9703	265331
rs13469	SDF2	6388	299247
rs13469	SUPT6H	6830	312982
rs13469	PROCA1	147011	354088
rs13469	RAB34	83871	365172
rs13469	RPL23A	6147	370284
rs13469	SNORD42B	26808	371441
rs13469	SNORD4A	26773	373473
rs13469	SNORD42A	26809	374320
rs13469	SNORD4B	26772	374573
rs13469	TLCD1	116238	375239
rs13469	NEK8	284086	376788
rs13469	TRAF4	9618	394875
rs13469	FAM222B	55731	406869
rs13469	LYRM9	201229	454357
rs13469	ERAL1	26284	505829
rs13469	MIR451A	574411	512260
rs13469	MIR451B	100616273	512262
rs13469	MIR144	406936	512424
rs13469	MIR4732	100616385	512546
rs13469	FLOT2	2319	530226
rs13469	NOS2	4843	548610
rs13469	DHRS13	147015	548672
rs13469	PHF12	57649	556141
rs13469	AC024267.4	101927018	577166
rs13469	PIPOX	51268	601404
rs13469	SEZ6	124925	605792
rs13469	LGALS9	3965	699549
rs13469	MYO18A	399687	722015
rs13469	KSR1	8844	722671
rs13469	TIAF1	9220	724412
rs13469	CRYBA1	1411	897754
rs13469	NUFIP2	57532	906727
rs13469	TBC1D3P5	440419	917486
rs4632248	NLRP12	91662	2653
rs4632248	MIR373	442918	32968
rs4632248	MIR372	442917	33785
rs4632248	MIR371B	100616185	33999
rs4632248	MIR371A	442916	34000
rs4632248	MYADM	91663	44482
rs4632248	PRKCG	5582	57449
rs4632248	MIR519A2	574500	59311
rs4632248	MIR516A2	574499	60519
rs4632248	MIR1283-2	100302205	63423
rs4632248	MIR516A1	574498	64911
rs4632248	MIR527	574497	67639
rs4632248	MIR519A1	574496	69260
rs4632248	MIR522	574495	70444
rs4632248	MIR521-1	574494	73019
rs4632248	MIR520H	574493	79142
rs4632248	MIR517C	574492	80334
rs4632248	MIR518A2	574491	82322
rs4632248	MIR516B1	574490	84807
rs4632248	MIR518D	574489	86778
rs4632248	CACNG7	59284	87594
rs4632248	MIR518A1	574488	90651
rs4632248	MIR518E	574487	91816
rs4632248	MIR526A2	574486	94755
rs4632248	MIR516B2	574485	96215
rs4632248	MIR520G	574484	99486
rs4632248	MIR517B	574483	100599
rs4632248	MIR520D	574482	101559
rs4632248	MIR521-2	574481	105061
rs4632248	MIR519D	574480	108307
rs4632248	MIR517A	574479	109387
rs4632248	MIR524	574478	110653
rs4632248	MIR518C	574477	112906
rs4632248	MIR520C	574476	114202
rs4632248	MIR526A1	574475	115405
rs4632248	MIR518B	574474	118922
rs4632248	MIR520B	574473	120454
rs4632248	MIR518F	574472	121640
rs4632248	MIR523	574471	123270
rs4632248	MIR525	574470	124124
rs4632248	MIR519B	574469	126448
rs4632248	MIR526B	574468	127266
rs4632248	MIR520A	574467	130776
rs4632248	MIR1283-1	100302265	133174
rs4632248	MIR519C	574466	135186
rs4632248	MIR515-2	574465	136650
rs4632248	MIR520F	574464	139496
rs4632248	CACNG8	59283	141299
rs4632248	MIR519E	574463	141718
rs4632248	MIR515-1	574462	142656
rs4632248	MIR520E	574461	145944
rs4632248	MIR498	574460	147421
rs4632248	MIR1323	100302255	149701
rs4632248	MIR512-2	574459	152487
rs4632248	MIR512-1	574458	154979
rs4632248	MIR935	100126325	160566
rs4632248	CACNG6	59285	170547
rs4632248	DPRX	503834	184732
rs4632248	AC011487.2	284379	213290
rs4632248	VSTM1	284415	219084
rs4632248	ZNF331	55422	241472
rs4632248	TARM1	441864	248154
rs4632248	OSCAR	126014	272927
rs4632248	NDUFA3	4696	280987
rs4632248	TFPT	29844	285272
rs4632248	PRPF31	26121	293669
rs4632248	CNOT3	4849	315987
rs4632248	ZNF813	126017	325486
rs4632248	LENG1	79165	333420
rs4632248	TMC4	147798	338367
rs4632248	MBOAT7	79143	351671
rs4632248	ZNF761	388561	363480
rs4632248	ZNF761	110116772	363480
rs4632248	TSEN34	79042	368197
rs4632248	TPM3P9	147804	377071
rs4632248	RPS9	6203	379001
rs4632248	ZNF765	91661	391328
rs4632248	LILRB3	11025	394537
rs4632248	LILRB3	102725035	394537
rs4632248	LILRB3	107987425	394537
rs4632248	LILRB3	107987462	394537
rs4632248	LILRA6	79168	414851
rs4632248	LILRB5	10990	427690
rs4632248	ZNF525	170958	429524
rs4632248	LILRB2	10288	452080
rs4632248	MIR4752	100616171	460368
rs4632248	ZNF845	91664	466872
rs4632248	LILRA5	353514	485329
rs4632248	LILRA4	23547	511444
rs4632248	LAIR1	3903	529643
rs4632248	BIRC8	112401	530115
rs4632248	FAM90A27P	646508	536797
rs4632248	VN1R4	317703	554018
rs4632248	VN1R2	317701	559904
rs4632248	ZNF677	342926	566843
rs4632248	TTYH1	57348	593478
rs4632248	LENG8-AS1	104355426	623072
rs4632248	LENG8	114823	627146
rs4632248	ZNF665	79788	628355
rs4632248	LENG9	94059	640055
rs4632248	CDC42EP5	148170	643285
rs4632248	ZNF347	84671	662666
rs4632248	LAIR2	3904	676138
rs4632248	ZNF415	55786	688664
rs4632248	ZNF160	90338	718305
rs4632248	LILRA2	11027	751179
rs4632248	ERVV-2	100271846	770665
rs4632248	LILRA1	11024	771841
rs4632248	ZNF702P	79986	783843
rs4632248	LILRB1	10859	795417
rs4632248	ERVV-1	147664	805619
rs4632248	LILRB4	11006	822148
rs4632248	MIR8061	102466251	823568
rs4632248	ZNF816	125893	858830
rs4632248	ZNF816-ZNF321P	100529240	858918
rs4632248	ZNF321P	399669	879140
rs4632248	LILRP2	79166	886175
rs4632248	ZNF888	388559	898260
rs4632248	KIR3DL3	115653	902738
rs4632248	KIR2DL3	3804	916774
rs4632248	ZNF320	162967	924048
rs4632248	KIR2DL1	3802	948070
rs4632248	ZNF468	90333	964092
rs4632248	ZNF28	7576	964141
rs4632248	KIR2DL4	3805	981794
rs4632248	KIR3DL1	3811	994727
rs6993770	ZFPM2	23414	235232
rs6993770	OXR1	55074	790176
rs6993770	LRP12	29967	980276
rs429358	APOE	348	709
rs429358	TOMM40	10452	4995
rs429358	APOC1	341	5563
rs429358	APOC1P1	342	18120
rs429358	NECTIN2	5819	19456
rs429358	APOC4	346	33554
rs429358	APOC2	344	37298
rs429358	CLPTM1	1209	45901
rs429358	BCAM	4059	87264
rs429358	RELB	5971	92746
rs429358	CBLC	23624	108050
rs429358	CLASRP	11129	130356
rs429358	BCL3	602	148640
rs429358	MIR8085	102465879	149963
rs429358	ZNF296	162979	162816
rs429358	AC011489.1	105372419	167826
rs429358	GEMIN7	79760	170511
rs429358	MARK4	57787	170604
rs429358	PPP1R37	284352	182712
rs429358	CEACAM16	388551	197970
rs429358	CEACAM19	56971	224325
rs429358	NKPD1	284353	241066
rs429358	PVR	5817	245101
rs429358	TRAPPC6A	79090	254244
rs429358	MIR4531	100616355	254952
rs429358	BLOC1S3	388552	270061
rs429358	IGSF23	147710	271903
rs429358	CEACAM22P	388550	287863
rs429358	EXOC3L2	90332	303937
rs429358	CEACAM20	125931	378896
rs429358	CKM	1158	397730
rs429358	ZNF180	7733	408160
rs429358	KLC3	147700	424750
rs429358	ERCC2	2068	441153
rs429358	ZNF229	7772	460106
rs429358	PPP1R13L	10848	470950
rs429358	CD3EAP	10849	497525
rs429358	ERCC1	2067	498649
rs429358	ZNF285	26974	507076
rs429358	MIR6088	102464836	527970
rs429358	ZNF112	7771	541467
rs429358	FOSB	2354	559311
rs429358	RTN2	6253	576605
rs429358	PPM1N	147699	580093
rs429358	VASP	7408	597895
rs429358	ZNF235	9310	603638
rs429358	OPA3	80207	618743
rs429358	ZNF233	353355	633367
rs429358	ZNF227	7770	671416
rs429358	GPR4	2828	681080
rs429358	EML2	24139	698310
rs429358	ZNF226	7769	730303
rs429358	MIR330	442902	730310
rs429358	EML2-AS1	100287177	732810
rs429358	ZNF234	10780	748375
rs429358	GIPR	2696	759560
rs429358	MIR642A	693227	766244
rs429358	MIR642B	100500845	766248
rs429358	ZNF225	7768	773868
rs429358	SNRPD2	6633	778770
rs429358	QPCTL	54814	783799
rs429358	AC021092.1	100379224	795539
rs429358	ZNF224	7767	798798
rs429358	FBXO46	23403	801945
rs429358	ZNF284	342909	819071
rs429358	BHMG1	388553	824567
rs429358	ZNF223	7766	840693
rs429358	SIX5	147912	856101
rs429358	DM1-AS	109729182	859112
rs429358	DMPK	1760	861033
rs429358	DMWD	1762	874263
rs429358	ZNF222	7673	875572
rs429358	RSPH6A	81492	887026
rs429358	ZNF230	7773	894758
rs429358	AC006213.1	101928063	905848
rs429358	SYMPK	8189	906726
rs429358	ZNF155	7711	910359
rs429358	ZNF221	7638	940975
rs429358	FOXA3	3171	955305
rs429358	ZNF45	7596	973406
rs429358	IRF2BP1	26145	974923
rs429358	MYPOP	339344	981336
rs11086556	BPI	671	4065
rs11086556	LBP	3929	4786
rs11086556	KIAA1755	85449	80798
rs11086556	SNORA71A	26777	85739
rs11086556	SNORA71C	677839	88100
rs11086556	SNORA71D	677840	92295
rs11086556	SNHG11	128439	105008
rs11086556	SNORA60	677837	107800
rs11086556	RALGAPB	57148	131246
rs11086556	TGM2	7052	174992
rs11086556	MIR548O2	100616190	174993
rs11086556	RPRD1B	58490	213790
rs11086556	ADIG	149685	239625
rs11086556	ARHGAP40	343578	260364
rs11086556	TTI1	9675	308102
rs11086556	SLC32A1	140679	382892
rs11086556	VSTM2L	128434	396220
rs11086556	ACTR5	79913	406872
rs11086556	PPP1R16B	26051	464135
rs11086556	CTNNBL1	56259	469441
rs11086556	FAM83D	81610	584742
rs11086556	DHX35	60625	620729
rs11086556	AL162293.1	100287792	658336
rs11086556	LINC00489	100861522	718451
rs11086556	BLCAP	10904	813639
rs11086556	NNAT	4826	817877
rs11086556	LINC01734	339568	872207
rs11086556	SRC	6714	935520
rs7080536	NRAP	4892	429
rs7080536	HABP2	3026	1315
rs7080536	CASP7	840	90875
rs7080536	PLEKHS1	79949	163167
rs7080536	MIR4483	100616162	189706
rs7080536	DCLRE1A	9937	246438
rs7080536	NHLRC2	374354	266374
rs7080536	TCF7L2	6934	420609
rs7080536	ADRB1	153	455769
rs7080536	CCDC186	55088	532575
rs7080536	MIR2110	100302224	585818
rs7080536	TDRD1	56165	590983
rs7080536	VWA2	340706	651043
rs7080536	AFAP1L2	84632	706537
rs7080536	AL158212.3	103344931	760561
rs7080536	VTI1A	143187	769543
rs7080536	ABLIM1	3983	842826
rs7080536	MIR4295	100422909	954033
rs13402475	COLEC11	78989	2513
rs13402475	RPS7	6201	11400
rs13402475	RNASEH1-AS1	100506054	30574
rs13402475	RNASEH1	246243	33703
rs13402475	ALLC	55821	65876
rs13402475	ADI1	55256	72583
rs13402475	TRAPPC12	51112	107225
rs13402475	DCDC2C	728597	111273
rs13402475	EIPR1	7260	214437
rs13402475	LINC01304	100505964	365336
rs13402475	LINC01250	101927554	466293
rs13402475	AC011995.1	101927534	721088
rs62143197	NLRP12	91662	6932
rs62143197	MIR373	442918	28689
rs62143197	MIR372	442917	29506
rs62143197	MIR371B	100616185	29720
rs62143197	MIR371A	442916	29721
rs62143197	MYADM	91663	48761
rs62143197	MIR519A2	574500	55032
rs62143197	MIR516A2	574499	56240
rs62143197	MIR1283-2	100302205	59144
rs62143197	MIR516A1	574498	60632
rs62143197	PRKCG	5582	61728
rs62143197	MIR527	574497	63360
rs62143197	MIR519A1	574496	64981
rs62143197	MIR522	574495	66165
rs62143197	MIR521-1	574494	68740
rs62143197	MIR520H	574493	74863
rs62143197	MIR517C	574492	76055
rs62143197	MIR518A2	574491	78043
rs62143197	MIR516B1	574490	80528
rs62143197	MIR518D	574489	82499
rs62143197	MIR518A1	574488	86372
rs62143197	MIR518E	574487	87537
rs62143197	MIR526A2	574486	90476
rs62143197	CACNG7	59284	91873
rs62143197	MIR516B2	574485	91936
rs62143197	MIR520G	574484	95207
rs62143197	MIR517B	574483	96320
rs62143197	MIR520D	574482	97280
rs62143197	MIR521-2	574481	100782
rs62143197	MIR519D	574480	104028
rs62143197	MIR517A	574479	105108
rs62143197	MIR524	574478	106374
rs62143197	MIR518C	574477	108627
rs62143197	MIR520C	574476	109923
rs62143197	MIR526A1	574475	111126
rs62143197	MIR518B	574474	114643
rs62143197	MIR520B	574473	116175
rs62143197	MIR518F	574472	117361
rs62143197	MIR523	574471	118991
rs62143197	MIR525	574470	119845
rs62143197	MIR519B	574469	122169
rs62143197	MIR526B	574468	122987
rs62143197	MIR520A	574467	126497
rs62143197	MIR1283-1	100302265	128895
rs62143197	MIR519C	574466	130907
rs62143197	MIR515-2	574465	132371
rs62143197	MIR520F	574464	135217
rs62143197	MIR519E	574463	137439
rs62143197	MIR515-1	574462	138377
rs62143197	MIR520E	574461	141665
rs62143197	MIR498	574460	143142
rs62143197	MIR1323	100302255	145422
rs62143197	CACNG8	59283	145578
rs62143197	MIR512-2	574459	148208
rs62143197	MIR512-1	574458	150700
rs62143197	MIR935	100126325	164845
rs62143197	CACNG6	59285	174826
rs62143197	DPRX	503834	180453
rs62143197	AC011487.2	284379	209011
rs62143197	VSTM1	284415	223363
rs62143197	ZNF331	55422	237193
rs62143197	TARM1	441864	252433
rs62143197	OSCAR	126014	277206
rs62143197	NDUFA3	4696	285266
rs62143197	TFPT	29844	289551
rs62143197	PRPF31	26121	297948
rs62143197	CNOT3	4849	320266
rs62143197	ZNF813	126017	321207
rs62143197	LENG1	79165	337699
rs62143197	TMC4	147798	342646
rs62143197	MBOAT7	79143	355950
rs62143197	ZNF761	388561	359201
rs62143197	ZNF761	110116772	359201
rs62143197	TSEN34	79042	372476
rs62143197	TPM3P9	147804	372792
rs62143197	RPS9	6203	383280
rs62143197	ZNF765	91661	387049
rs62143197	LILRB3	11025	398816
rs62143197	LILRB3	102725035	398816
rs62143197	LILRB3	107987425	398816
rs62143197	LILRB3	107987462	398816
rs62143197	LILRA6	79168	419130
rs62143197	ZNF525	170958	425245
rs62143197	LILRB5	10990	431969
rs62143197	LILRB2	10288	456359
rs62143197	ZNF845	91664	462593
rs62143197	MIR4752	100616171	464647
rs62143197	LILRA5	353514	489608
rs62143197	LILRA4	23547	515723
rs62143197	BIRC8	112401	525836
rs62143197	FAM90A27P	646508	532518
rs62143197	LAIR1	3903	533922
rs62143197	VN1R4	317703	549739
rs62143197	VN1R2	317701	555625
rs62143197	ZNF677	342926	562564
rs62143197	TTYH1	57348	597757
rs62143197	ZNF665	79788	624076
rs62143197	LENG8-AS1	104355426	627351
rs62143197	LENG8	114823	631425
rs62143197	LENG9	94059	644334
rs62143197	CDC42EP5	148170	647564
rs62143197	ZNF347	84671	658387
rs62143197	LAIR2	3904	680417
rs62143197	ZNF415	55786	684385
rs62143197	ZNF160	90338	714026
rs62143197	LILRA2	11027	755458
rs62143197	ERVV-2	100271846	766386
rs62143197	LILRA1	11024	776120
rs62143197	ZNF702P	79986	779564
rs62143197	LILRB1	10859	799696
rs62143197	ERVV-1	147664	801340
rs62143197	LILRB4	11006	826427
rs62143197	MIR8061	102466251	827847
rs62143197	ZNF816	125893	854551
rs62143197	ZNF816-ZNF321P	100529240	854639
rs62143197	ZNF321P	399669	874861
rs62143197	LILRP2	79166	890454
rs62143197	ZNF888	388559	893981
rs62143197	KIR3DL3	115653	907017
rs62143197	ZNF320	162967	919769
rs62143197	KIR2DL3	3804	921053
rs62143197	KIR2DL1	3802	952349
rs62143197	ZNF468	90333	959813
rs62143197	ZNF28	7576	959862
rs62143197	KIR2DL4	3805	986073
rs62143197	KIR3DL1	3811	999006
rs11575578	IL11RA	3590	5410
rs11575578	GALT	2592	5447
rs11575578	AL162231.1	730098	7681
rs11575578	SIGMAR1	10280	18673
rs11575578	ARID3C	138715	28375
rs11575578	CCL19	6363	33085
rs11575578	DCTN3	11258	35959
rs11575578	RPP25L	138716	44378
rs11575578	CCL21	6366	52523
rs11575578	CNTFR	1271	66342
rs11575578	FAM205A	259308	66573
rs11575578	ENHO	375704	133441
rs11575578	DNAI1	27019	135493
rs11575578	FAM219A	203259	197912
rs11575578	FAM205C	100129969	232582
rs11575578	C9orf24	84688	258650
rs11575578	MYORG	57462	279629
rs11575578	PHF24	23349	301126
rs11575578	NUDT2	318	312769
rs11575578	DNAJB5-AS1	101926900	328928
rs11575578	DNAJB5	25822	333159
rs11575578	KIF24	347240	345111
rs11575578	C9orf131	138724	384613
rs11575578	VCP	7415	399582
rs11575578	UBAP1	51271	403959
rs11575578	FANCG	2189	417353
rs11575578	PIGO	84720	432206
rs11575578	STOML2	30968	443294
rs11575578	FAM214B	80256	447630
rs11575578	UNC13B	10497	505510
rs11575578	DCAF12	25853	529083
rs11575578	UBAP2	55833	607533
rs11575578	SNORD121A	100113379	703632
rs11575578	SNORD121B	101340252	722106
rs11575578	UBE2R2	54926	736078
rs11575578	ATP8B5P	158381	750273
rs11575578	RUSC2	9853	833645
rs11575578	PRSS3	5646	857251
rs11575578	FAM166B	730112	905349
rs11575578	LINC01251	101929688	918066
rs11575578	TESK1	7016	948823
rs11575578	MIR4667	100616214	951612
rs11575578	CD72	971	953051
rs11575578	PTENP1-AS	101243555	968471
rs11575578	PTENP1	11191	978983
rs11575578	SIT1	27240	992813
rs11607100	CHRDL2	25884	7445
rs11607100	MIR4696	100616402	16394
rs11607100	POLD3	10714	34757
rs11607100	RNF169	254225	44994
rs11607100	XRRA1	143570	103865
rs11607100	LIPT2	387787	210141
rs11607100	KCNE3	10008	236145
rs11607100	SPCS2	9789	245373
rs11607100	NEU3	10825	284260
rs11607100	MIR548AL	100616215	304541
rs11607100	PGM2L1	283209	305401
rs11607100	OR2AT4	341152	377879
rs11607100	P4HA3-AS1	101928580	379169
rs11607100	P4HA3	283208	392217
rs11607100	SLCO2B1	11309	396689
rs11607100	PPME1	51400	449171
rs11607100	C2CD3	26005	532664
rs11607100	TPBGL	100507050	537031
rs11607100	ARRB1	408	560308
rs11607100	MIR326	442900	631218
rs11607100	UCP3	7352	694439
rs11607100	RPS3	6188	695612
rs11607100	SNORD15A	6079	696517
rs11607100	SNORD15B	114599	700547
rs11607100	KLHL35	283212	718520
rs11607100	UCP2	7351	720567
rs11607100	GDPD5	81544	730766
rs11607100	DNAJB13	374407	733508
rs11607100	PAAF1	80227	772750
rs11607100	COA4	51287	826886
rs11607100	MRPL48	51642	838741
rs11607100	SERPINH1	871	858182
rs11607100	AP001922.5	105369391	879322
rs11607100	MAP6	4135	883044
rs11607100	RAB6A	5870	942737
rs704	VTN	7448	564
rs704	SEBOX	645832	2596
rs704	SARM1	23098	3484
rs704	TMEM199	147007	4157
rs704	MIR4723	100616388	7106
rs704	POLDIP2	26073	10318
rs704	TNFAIP1	7126	20831
rs704	SLC46A1	113235	26916
rs704	IFT20	90410	32351
rs704	TMEM97	27346	39155
rs704	KRT18P55	284085	50057
rs704	SLC13A2	9058	105453
rs704	PPY2P	23614	119551
rs704	FOXN1	8456	138403
rs704	PYY2	23615	139775
rs704	NLK	51701	171459
rs704	UNC119	9094	178867
rs704	PIGS	94005	185543
rs704	ALDOC	230	205275
rs704	SPAG5	10615	209725
rs704	SGK494	124923	240124
rs704	KIAA0100	9703	246600
rs704	SDF2	6388	280516
rs704	SUPT6H	6830	294251
rs704	PROCA1	147011	335357
rs704	RAB34	83871	346441
rs704	RPL23A	6147	351553
rs704	SNORD42B	26808	352710
rs704	SNORD4A	26773	354742
rs704	SNORD42A	26809	355589
rs704	SNORD4B	26772	355842
rs704	TLCD1	116238	356508
rs704	NEK8	284086	358057
rs704	TRAF4	9618	376144
rs704	FAM222B	55731	388138
rs704	LYRM9	201229	473088
rs704	ERAL1	26284	487098
rs704	MIR451A	574411	493529
rs704	MIR451B	100616273	493531
rs704	MIR144	406936	493693
rs704	MIR4732	100616385	493815
rs704	FLOT2	2319	511495
rs704	DHRS13	147015	529941
rs704	PHF12	57649	537410
rs704	AC024267.4	101927018	558435
rs704	NOS2	4843	567341
rs704	PIPOX	51268	582673
rs704	SEZ6	124925	587061
rs704	MYO18A	399687	703284
rs704	TIAF1	9220	705681
rs704	LGALS9	3965	718280
rs704	KSR1	8844	741402
rs704	CRYBA1	1411	879023
rs704	NUFIP2	57532	887996
rs704	TBC1D3P5	440419	936217
rs4767027	OAS1	4938	11870
rs4767027	OAS3	4940	17000
rs4767027	RPH3A	22895	22471
rs4767027	OAS2	4939	57043
rs4767027	DTX1	1840	135357
rs4767027	RASAL1	8437	177467
rs4767027	MIR1302-1	100302227	226176
rs4767027	CFAP73	387885	228506
rs4767027	DDX54	79039	235822
rs4767027	MIR7106	102466222	237761
rs4767027	RITA1	84934	264174
rs4767027	IQCD	115811	274089
rs4767027	TPCN1	53373	299698
rs4767027	MIR6762	102465457	370171
rs4767027	SLC8B1	80024	377407
rs4767027	PTPN11	5781	411439
rs4767027	PLBD2	196463	437214
rs4767027	SDS	10993	471093
rs4767027	SDSL	113675	500885
rs4767027	RPL6	6128	502514
rs4767027	HECTD4	283450	538913
rs4767027	LHX5	64211	540682
rs4767027	MIR6861	102465519	758031
rs4767027	LINC01234	100506465	758107
rs4767027	TRAFD1	10906	767743
rs4767027	NAA25	80018	812330
rs4767027	MIR3657	100500889	883637
rs4767027	RBM19	9904	895386
rs4767027	ERP29	10961	897901
rs4767027	TMEM116	89894	908167
rs4971155	FCRL1	115350	10713
rs4971155	CD5L	922	21522
rs4971155	FCRL2	79368	32260
rs4971155	FCRL3	115352	108535
rs4971155	AL139010.1	105371458	115673
rs4971155	KIRREL1	55243	183881
rs4971155	FCRL4	83417	211312
rs4971155	FCRL5	83416	256872
rs4971155	LINC01704	646268	322648
rs4971155	CD1D	912	370555
rs4971155	CD1A	909	444745
rs4971155	CD1C	911	480394
rs4971155	CD1B	910	518559
rs4971155	CD1E	913	544304
rs4971155	OR10T2	128360	589130
rs4971155	OR10K2	391107	608818
rs4971155	OR10K1	391109	652182
rs4971155	OR10R2	343406	662828
rs4971155	ETV3	2117	670918
rs4971155	CYCSP52	360155	680721
rs4971155	ETV3L	440695	709584
rs4971155	OR6Y1	391112	735158
rs4971155	OR6P1	128366	751214
rs4971155	ARHGEF11	9826	764022
rs4971155	OR10X1	128367	769527
rs4971155	OR10Z1	128368	795876
rs4971155	SPTA1	6708	801314
rs4971155	MIR765	768220	873148
rs4971155	LRRC71	149499	876298
rs4971155	OR6K2	81448	890286
rs4971155	PEAR1	375033	892958
rs4971155	OR6K3	391114	906935
rs4971155	NTRK1	4914	927542
rs4971155	OR6N1	128372	938422
rs4971155	INSRR	3645	950374
rs4971155	OR6N2	81442	964830
rs4971155	SH2D2A	9047	992530
rs62143197	NLRP12	91662	6932
rs62143197	MIR373	442918	28689
rs62143197	MIR372	442917	29506
rs62143197	MIR371B	100616185	29720
rs62143197	MIR371A	442916	29721
rs62143197	MYADM	91663	48761
rs62143197	MIR519A2	574500	55032
rs62143197	MIR516A2	574499	56240
rs62143197	MIR1283-2	100302205	59144
rs62143197	MIR516A1	574498	60632
rs62143197	PRKCG	5582	61728
rs62143197	MIR527	574497	63360
rs62143197	MIR519A1	574496	64981
rs62143197	MIR522	574495	66165
rs62143197	MIR521-1	574494	68740
rs62143197	MIR520H	574493	74863
rs62143197	MIR517C	574492	76055
rs62143197	MIR518A2	574491	78043
rs62143197	MIR516B1	574490	80528
rs62143197	MIR518D	574489	82499
rs62143197	MIR518A1	574488	86372
rs62143197	MIR518E	574487	87537
rs62143197	MIR526A2	574486	90476
rs62143197	CACNG7	59284	91873
rs62143197	MIR516B2	574485	91936
rs62143197	MIR520G	574484	95207
rs62143197	MIR517B	574483	96320
rs62143197	MIR520D	574482	97280
rs62143197	MIR521-2	574481	100782
rs62143197	MIR519D	574480	104028
rs62143197	MIR517A	574479	105108
rs62143197	MIR524	574478	106374
rs62143197	MIR518C	574477	108627
rs62143197	MIR520C	574476	109923
rs62143197	MIR526A1	574475	111126
rs62143197	MIR518B	574474	114643
rs62143197	MIR520B	574473	116175
rs62143197	MIR518F	574472	117361
rs62143197	MIR523	574471	118991
rs62143197	MIR525	574470	119845
rs62143197	MIR519B	574469	122169
rs62143197	MIR526B	574468	122987
rs62143197	MIR520A	574467	126497
rs62143197	MIR1283-1	100302265	128895
rs62143197	MIR519C	574466	130907
rs62143197	MIR515-2	574465	132371
rs62143197	MIR520F	574464	135217
rs62143197	MIR519E	574463	137439
rs62143197	MIR515-1	574462	138377
rs62143197	MIR520E	574461	141665
rs62143197	MIR498	574460	143142
rs62143197	MIR1323	100302255	145422
rs62143197	CACNG8	59283	145578
rs62143197	MIR512-2	574459	148208
rs62143197	MIR512-1	574458	150700
