snp	pqtl_gene	neg_logp	gwas_collection	gwas_source
rs2290610	IL5RA	27.122	additional GWAS	biorxiv-Graumann-2016
rs288326	FRZB	27.063	additional GWAS	biorxiv-Graumann-2016
rs3947	CTSB	26.811	additional GWAS	biorxiv-Graumann-2016
rs2361355	PLXNC1	26.068	additional GWAS	biorxiv-Graumann-2016
rs6136	SELP	25.921	additional GWAS	biorxiv-Graumann-2016
rs12099358	POMC	25.798	additional GWAS	biorxiv-Graumann-2016
rs16923189	PDCD1LG2	25.793	additional GWAS	biorxiv-Graumann-2016
rs1126478	ALPL	25.295	additional GWAS	biorxiv-Graumann-2016
rs651007	ENG	25.22	additional GWAS	biorxiv-Graumann-2016
rs3740909	CDON	25.116	additional GWAS	biorxiv-Graumann-2016
rs387608	Human-virus	24.6	additional GWAS	biorxiv-Graumann-2016
rs2284367	CAT	24.387	additional GWAS	biorxiv-Graumann-2016
rs12938	SELL	24.35	additional GWAS	biorxiv-Graumann-2016
rs2289252	F11	24.337	additional GWAS	biorxiv-Graumann-2016
rs6033	F5	24.261	additional GWAS	biorxiv-Graumann-2016
rs6543140	IL18RAP	23.994	additional GWAS	biorxiv-Graumann-2016
rs2239908	CAMK1D	23.521	additional GWAS	biorxiv-Graumann-2016
rs2239908	IL5	23.318	additional GWAS	biorxiv-Graumann-2016
rs9787249	PPIE	23.051	additional GWAS	biorxiv-Graumann-2016
rs6916921	NCR3	22.661	additional GWAS	biorxiv-Graumann-2016
rs34231037	KDR	22.291	additional GWAS	biorxiv-Graumann-2016
rs35030851	TEK	21.961	additional GWAS	biorxiv-Graumann-2016
rs7529589	CFP	21.624	additional GWAS	biorxiv-Graumann-2016
rs2949833	IGFBP3	21.588	additional GWAS	biorxiv-Graumann-2016
rs260692	EDAR	21.507	additional GWAS	biorxiv-Graumann-2016
rs3132645	MICB	21.407	additional GWAS	biorxiv-Graumann-2016
rs11957503	IL7R	20.716	additional GWAS	biorxiv-Graumann-2016
rs289828	TNFAIP6	20.684	additional GWAS	biorxiv-Graumann-2016
rs10858881	CD300C	20.29	additional GWAS	biorxiv-Graumann-2016
rs3848570	CCL25	20.116	additional GWAS	biorxiv-Graumann-2016
rs3118663	ADAMTS13	19.858	additional GWAS	biorxiv-Graumann-2016
rs4494114	SPINT1	19.732	additional GWAS	biorxiv-Graumann-2016
rs1003645	CCL23	19.64	additional GWAS	biorxiv-Graumann-2016
rs6695321	CFHR5	19.568	additional GWAS	biorxiv-Graumann-2016
rs540254	LY9	19.109	additional GWAS	biorxiv-Graumann-2016
rs17741049	CA13	19.102	additional GWAS	biorxiv-Graumann-2016
rs3129682	MICB	18.889	additional GWAS	biorxiv-Graumann-2016
rs858267	GPNMB	18.733	additional GWAS	biorxiv-Graumann-2016
rs4683702	ECE1	18.692	additional GWAS	biorxiv-Graumann-2016
rs4443656	GFRA2	18.666	additional GWAS	biorxiv-Graumann-2016
rs651007	MET	18.651	additional GWAS	biorxiv-Graumann-2016
rs1794282	MICB	18.578	additional GWAS	biorxiv-Graumann-2016
rs2505535	RET	18.553	additional GWAS	biorxiv-Graumann-2016
rs1801689	SIRT2	18.546	additional GWAS	biorxiv-Graumann-2016
rs626457	NXPH1	18.476	additional GWAS	biorxiv-Graumann-2016
rs3763267	THBS2	18.434	additional GWAS	biorxiv-Graumann-2016
rs10832169	SPON1	18.06	additional GWAS	biorxiv-Graumann-2016
rs10895987	CAPN1,CAPNS1	17.997	additional GWAS	biorxiv-Graumann-2016
rs10823500	PPA1	17.817	additional GWAS	biorxiv-Graumann-2016
rs1461672	CNTN5	17.65	additional GWAS	biorxiv-Graumann-2016
rs922182	DAPK2	17.513	additional GWAS	biorxiv-Graumann-2016
rs1042445	ESR1	17.207	additional GWAS	biorxiv-Graumann-2016
rs7184253	AGRP	17.177	additional GWAS	biorxiv-Graumann-2016
rs2000999	SERPIND1	17.172	additional GWAS	biorxiv-Graumann-2016
rs429017	C7	17.044	additional GWAS	biorxiv-Graumann-2016
rs9904601	CCL3	16.923	additional GWAS	biorxiv-Graumann-2016
rs7439493	CFI	16.79	additional GWAS	biorxiv-Graumann-2016
rs28385609	SMPDL3A	16.769	additional GWAS	biorxiv-Graumann-2016
rs8283	C4A,C4B	16.633	additional GWAS	biorxiv-Graumann-2016
rs1005776	IMPDH2	16.5	additional GWAS	biorxiv-Graumann-2016
rs8178847	DKK4	16.398	additional GWAS	biorxiv-Graumann-2016
rs2412776	IGFBP7	16.257	additional GWAS	biorxiv-Graumann-2016
rs10858300	FCN1	16.209	additional GWAS	biorxiv-Graumann-2016
rs3134942	MICA	15.91	additional GWAS	biorxiv-Graumann-2016
rs13157656	C7	15.898	additional GWAS	biorxiv-Graumann-2016
rs753307	CGA,CGB	15.557	additional GWAS	biorxiv-Graumann-2016
rs9640161	RARRES2	15.516	additional GWAS	biorxiv-Graumann-2016
rs11209026	IL23R	15.465	additional GWAS	biorxiv-Graumann-2016
rs2749534	SERPINA1	15.456	additional GWAS	biorxiv-Graumann-2016
rs672413	ARSB	15.441	additional GWAS	biorxiv-Graumann-2016
rs217181	FTH1,FTL	15.389	additional GWAS	biorxiv-Graumann-2016
rs33932084	MICB	15.38	additional GWAS	biorxiv-Graumann-2016
rs35070799	LGALS3	15.347	additional GWAS	biorxiv-Graumann-2016
rs805273	C4A,C4B	15.294	additional GWAS	biorxiv-Graumann-2016
rs7119167	RELT	15.246	additional GWAS	biorxiv-Graumann-2016
rs17266357	PPP3CA,PPP3R1	15.062	additional GWAS	biorxiv-Graumann-2016
rs2659067	KLK7	14.91	additional GWAS	biorxiv-Graumann-2016
rs8049040	HP	14.743	additional GWAS	biorxiv-Graumann-2016
rs6575449	SERPINA3	14.721	additional GWAS	biorxiv-Graumann-2016
rs12146727	C1QA,C1QB,,C1QC	14.691	additional GWAS	biorxiv-Graumann-2016
rs9869826	MST1	14.688	additional GWAS	biorxiv-Graumann-2016
rs7730934	IL6ST	14.591	additional GWAS	biorxiv-Graumann-2016
rs3733159	ETHE1	14.519	additional GWAS	biorxiv-Graumann-2016
rs259842	MASP1	14.45	additional GWAS	biorxiv-Graumann-2016
rs9302690	CCL17	14.38	additional GWAS	biorxiv-Graumann-2016
rs17817077	CNDP1	14.351	additional GWAS	biorxiv-Graumann-2016
rs3213636	CCL4L1	14.217	additional GWAS	biorxiv-Graumann-2016
rs651007	ICAM2	14.127	additional GWAS	biorxiv-Graumann-2016
rs783150	PLG	14.06	additional GWAS	biorxiv-Graumann-2016
rs6036478	CST3	14.018	additional GWAS	biorxiv-Graumann-2016
rs494189	DPT	13.958	additional GWAS	biorxiv-Graumann-2016
rs9651367	NID1	13.931	additional GWAS	biorxiv-Graumann-2016
rs1922291	IL1RL2	13.88	additional GWAS	biorxiv-Graumann-2016
rs3138036	CCL8	13.877	additional GWAS	biorxiv-Graumann-2016
rs6003	CFHR5	13.814	additional GWAS	biorxiv-Graumann-2016
rs17354650	PLA2G2A	13.766	additional GWAS	biorxiv-Graumann-2016
rs6032067	PI3	13.557	additional GWAS	biorxiv-Graumann-2016
rs4420638	SNRPF	13.524	additional GWAS	biorxiv-Graumann-2016
rs2236293	HFE2	13.465	additional GWAS	biorxiv-Graumann-2016
rs7097780	IL15RA	13.417	additional GWAS	biorxiv-Graumann-2016
rs11260013	FCER2	13.408	additional GWAS	biorxiv-Graumann-2016
rs4356932	CXCL11	13.366	additional GWAS	biorxiv-Graumann-2016
rs7713972	C7	13.286	additional GWAS	biorxiv-Graumann-2016
rs11568819	MMP7	13.234	additional GWAS	biorxiv-Graumann-2016
rs10127775	MAP2K4	13.165	additional GWAS	biorxiv-Graumann-2016
rs8044476	HP	13.112	additional GWAS	biorxiv-Graumann-2016
rs35555795	MICB	12.89	additional GWAS	biorxiv-Graumann-2016
rs2989736	FCN2	12.882	additional GWAS	biorxiv-Graumann-2016
rs2255336	KLRK1	12.878	additional GWAS	biorxiv-Graumann-2016
rs9901901	BCAR3	12.875	additional GWAS	biorxiv-Graumann-2016
rs10860794	CTSZ	12.849	additional GWAS	biorxiv-Graumann-2016
rs4420638	APOE	12.81	additional GWAS	biorxiv-Graumann-2016
rs2523987	MICA	12.612	additional GWAS	biorxiv-Graumann-2016
rs11022119	DKK3	12.545	additional GWAS	biorxiv-Graumann-2016
rs651007	KDR	12.51	additional GWAS	biorxiv-Graumann-2016
rs6662572	AKR1A1	12.485	additional GWAS	biorxiv-Graumann-2016
rs9901901	OCIAD1	12.465	additional GWAS	biorxiv-Graumann-2016
rs6669284	MAPKAPK2	12.409	additional GWAS	biorxiv-Graumann-2016
rs3134906	PRSS2	12.382	additional GWAS	biorxiv-Graumann-2016
rs8106657	CD209	12.378	additional GWAS	biorxiv-Graumann-2016
rs11072996	IL16	12.284	additional GWAS	biorxiv-Graumann-2016
rs17412738	CCL21	12.276	additional GWAS	biorxiv-Graumann-2016
rs1354034	IMPDH1	12.264	additional GWAS	biorxiv-Graumann-2016
rs520354	APOB	12.177	additional GWAS	biorxiv-Graumann-2016
rs651007	CHST15	12.174	additional GWAS	biorxiv-Graumann-2016
rs651007	SELP	12.133	additional GWAS	biorxiv-Graumann-2016
rs1013579	C8A,C8B,C8G	12.031	additional GWAS	biorxiv-Graumann-2016
rs41265665	AFM	12.004	additional GWAS	biorxiv-Graumann-2016
rs1926447	MIF	11.984	additional GWAS	biorxiv-Graumann-2016
rs2524277	TFF3	11.913	additional GWAS	biorxiv-Graumann-2016
rs16971895	CCL3L1	11.908	additional GWAS	biorxiv-Graumann-2016
rs2239805	C4A,C4B	11.86	additional GWAS	biorxiv-Graumann-2016
rs7091871	CAST	11.846	additional GWAS	biorxiv-Graumann-2016
rs983545	CCL17	11.641	additional GWAS	biorxiv-Graumann-2016
rs2949833	IGF1	11.518	additional GWAS	biorxiv-Graumann-2016
rs6575449	SERPINA3	11.494	additional GWAS	biorxiv-Graumann-2016
rs2853928	GZMA	11.474	additional GWAS	biorxiv-Graumann-2016
rs651007	TLR4,LY96	11.469	additional GWAS	biorxiv-Graumann-2016
rs6687487	EPHB2	11.461	additional GWAS	biorxiv-Graumann-2016
rs2559856	NAAA	11.441	additional GWAS	biorxiv-Graumann-2016
rs4834770	PDE5A	11.44	additional GWAS	biorxiv-Graumann-2016
rs2228467	CCL17	11.323	additional GWAS	biorxiv-Graumann-2016
rs3743392	MFGE8	11.319	additional GWAS	biorxiv-Graumann-2016
rs2000999	HBA1,HBB	11.275	additional GWAS	biorxiv-Graumann-2016
rs12241254	CAMK1	11.192	additional GWAS	biorxiv-Graumann-2016
rs757158	GOT1	11.157	additional GWAS	biorxiv-Graumann-2016
rs11219769	ESAM	11.109	additional GWAS	biorxiv-Graumann-2016
rs9901901	MSR1	11.032	additional GWAS	biorxiv-Graumann-2016
rs646776	CAT	10.814	additional GWAS	biorxiv-Graumann-2016
rs8176749	BCAM	10.812	additional GWAS	biorxiv-Graumann-2016
rs8176749	CD109	10.767	additional GWAS	biorxiv-Graumann-2016
rs870825	CASP3	10.745	additional GWAS	biorxiv-Graumann-2016
rs16873418	EDAR	10.718	additional GWAS	biorxiv-Graumann-2016
rs4745216	ANXA1	10.697	additional GWAS	biorxiv-Graumann-2016
rs12079353	APCS	10.662	additional GWAS	biorxiv-Graumann-2016
rs10860794	CTSA	10.659	additional GWAS	biorxiv-Graumann-2016
rs2493151	AGT	10.653	additional GWAS	biorxiv-Graumann-2016
rs41265930	PLG	10.472	additional GWAS	biorxiv-Graumann-2016
rs7896471	MMP8	10.463	additional GWAS	biorxiv-Graumann-2016
rs6808835	CCL4L1	10.457	additional GWAS	biorxiv-Graumann-2016
rs651007	JAG1	10.412	additional GWAS	biorxiv-Graumann-2016
rs7260110	EMR2	10.287	additional GWAS	biorxiv-Graumann-2016
rs1354034	DYNLRB1	10.217	additional GWAS	biorxiv-Graumann-2016
rs4453827	IL17RB	10.195	additional GWAS	biorxiv-Graumann-2016
rs8051517	AGRP	10.164	additional GWAS	biorxiv-Graumann-2016
rs1634718	C4A,C4B	10.132	additional GWAS	biorxiv-Graumann-2016
rs4239252	CCL5	10.107	additional GWAS	biorxiv-Graumann-2016
rs651007	CD200	10.095	additional GWAS	biorxiv-Graumann-2016
rs9462846	MED1	10.094	additional GWAS	biorxiv-Graumann-2016
rs8176749	IL27RA	10.08	additional GWAS	biorxiv-Graumann-2016
rs16873418	ITGA1,ITGB1	10.041	additional GWAS	biorxiv-Graumann-2016
rs2239908	WISP1	9.957	additional GWAS	biorxiv-Graumann-2016
rs2304456	LCMT1	9.842	additional GWAS	biorxiv-Graumann-2016
rs9901901	ABL2	9.659	additional GWAS	biorxiv-Graumann-2016
rs2228243	SEMA3A	9.485	additional GWAS	biorxiv-Graumann-2016
rs646776	RGMA	9.288	additional GWAS	biorxiv-Graumann-2016
rs8176749	NOTCH1	9.225	additional GWAS	biorxiv-Graumann-2016
rs2239908	CMPK1	9.097	additional GWAS	biorxiv-Graumann-2016
rs3131085	MICA	9.013	additional GWAS	biorxiv-Graumann-2016
rs1250258	FN1	8.957	additional GWAS	biorxiv-Graumann-2016
rs1354034	METAP2	8.915	additional GWAS	biorxiv-Graumann-2016
rs3733159	FETUB	8.844	additional GWAS	biorxiv-Graumann-2016
rs2239908	PRSS27	8.802	additional GWAS	biorxiv-Graumann-2016
rs7588285	IL1B	8.606	additional GWAS	biorxiv-Graumann-2016
rs626457	CCL1	8.573	additional GWAS	biorxiv-Graumann-2016
rs9901901	TYK2	8.237	additional GWAS	biorxiv-Graumann-2016
rs9901901	STK17B	8.059	additional GWAS	biorxiv-Graumann-2016
rs662	PON1	300	additional GWAS	Biorxiv-Yao-2017
rs941590	SERPINA10	300	additional GWAS	Biorxiv-Yao-2017
rs12740374	GRN	267.565	additional GWAS	Biorxiv-Yao-2017
rs55730499	LPA	166.424	additional GWAS	Biorxiv-Yao-2017
rs11024616	SAA1	131.851	additional GWAS	Biorxiv-Yao-2017
rs4253254	BGLAP	105.607	additional GWAS	Biorxiv-Yao-2017
rs6445035	BCHE	102.393	additional GWAS	Biorxiv-Yao-2017
rs6136	SELP	91.458	additional GWAS	Biorxiv-Yao-2017
rs147941577	AMBP	81.144	additional GWAS	Biorxiv-Yao-2017
rs5030062	KLKB1	77.241	additional GWAS	Biorxiv-Yao-2017
rs911119	CST3	72.177	additional GWAS	Biorxiv-Yao-2017
rs35911336	GDF15	70.983	additional GWAS	Biorxiv-Yao-2017
rs11214489	NCAM1	53.521	additional GWAS	Biorxiv-Yao-2017
rs2765501	CD5L	53.322	additional GWAS	Biorxiv-Yao-2017
rs3138074	CD14	52.035	additional GWAS	Biorxiv-Yao-2017
rs7412	APOB	52.017	additional GWAS	Biorxiv-Yao-2017
rs7135211	MGP	43.441	additional GWAS	Biorxiv-Yao-2017
rs35897051	MPO	41.799	additional GWAS	Biorxiv-Yao-2017
rs148594123	CD40LG	41.686	additional GWAS	Biorxiv-Yao-2017
rs198379	NPPB	40.801	additional GWAS	Biorxiv-Yao-2017
rs11126696	REG1A	39.662	additional GWAS	Biorxiv-Yao-2017
rs1984409	CNTN1	36.268	additional GWAS	Biorxiv-Yao-2017
rs149066340	C2	35.979	additional GWAS	Biorxiv-Yao-2017
rs7935957	HPX	29.296	additional GWAS	Biorxiv-Yao-2017
rs7949566	LDLR	28.073	additional GWAS	Biorxiv-Yao-2017
rs5030062	BGLAP	27.439	additional GWAS	Biorxiv-Yao-2017
rs7949566	CDH13	25.87	additional GWAS	Biorxiv-Yao-2017
rs3791679	EFEMP1	25.604	additional GWAS	Biorxiv-Yao-2017
rs4253325	KLKB1	25.152	additional GWAS	Biorxiv-Yao-2017
rs34004251	CP	24.309	additional GWAS	Biorxiv-Yao-2017
rs1838343	CNTN1	23.19	additional GWAS	Biorxiv-Yao-2017
rs2056320	CLEC3B	22.86	additional GWAS	Biorxiv-Yao-2017
rs58370149	ICAM1	22.836	additional GWAS	Biorxiv-Yao-2017
rs9425316	CD14	21.425	additional GWAS	Biorxiv-Yao-2017
rs35231465	MMP8	20.646	additional GWAS	Biorxiv-Yao-2017
rs41290291	AMBP	20.609	additional GWAS	Biorxiv-Yao-2017
rs1799864	CCL2	20.544	additional GWAS	Biorxiv-Yao-2017
rs5848	GRN	19.936	additional GWAS	Biorxiv-Yao-2017
rs4747193	GRN	19.592	additional GWAS	Biorxiv-Yao-2017
rs492602	REG1A	19.387	additional GWAS	Biorxiv-Yao-2017
rs5498	ICAM1	18.631	additional GWAS	Biorxiv-Yao-2017
rs141500365	IL6ST	18.6	additional GWAS	Biorxiv-Yao-2017
rs3918249	MMP9	18.532	additional GWAS	Biorxiv-Yao-2017
rs3135506	ANGPTL3	17.412	additional GWAS	Biorxiv-Yao-2017
rs3024731	SERPINA10	17.09	additional GWAS	Biorxiv-Yao-2017
rs12721051	CRP	16.622	additional GWAS	Biorxiv-Yao-2017
rs148685782	FGG	16.221	additional GWAS	Biorxiv-Yao-2017
rs1466733	GP5	16.066	additional GWAS	Biorxiv-Yao-2017
rs4937124	NRCAM	16.01	additional GWAS	Biorxiv-Yao-2017
rs2511241	MMP9	15.854	additional GWAS	Biorxiv-Yao-2017
rs4253254	FGF23	15.848	additional GWAS	Biorxiv-Yao-2017
rs2923091	ADM	15.642	additional GWAS	Biorxiv-Yao-2017
rs7949566	ADAM15	15.469	additional GWAS	Biorxiv-Yao-2017
rs12740374	APOB	15.305	additional GWAS	Biorxiv-Yao-2017
rs200036540	CLU	15.021	additional GWAS	Biorxiv-Yao-2017
rs78631861	PMP2	14.331	additional GWAS	Biorxiv-Yao-2017
rs11687758	BCHE	14.049	additional GWAS	Biorxiv-Yao-2017
rs12493830	IL6ST	13.757	additional GWAS	Biorxiv-Yao-2017
rs2274809	COL18A1	13.706	additional GWAS	Biorxiv-Yao-2017
rs4665972	IGFBP1	13.636	additional GWAS	Biorxiv-Yao-2017
rs116994374	ORM1	13.593	additional GWAS	Biorxiv-Yao-2017
rs7221871	CXCL16	13.496	additional GWAS	Biorxiv-Yao-2017
rs2211320	CRP	13.321	additional GWAS	Biorxiv-Yao-2017
rs144276707	TIMP1	13.163	additional GWAS	Biorxiv-Yao-2017
rs3733402	RETN	12.886	additional GWAS	Biorxiv-Yao-2017
rs144392720	CLU	12.788	additional GWAS	Biorxiv-Yao-2017
rs1557570	NOTCH1	12.199	additional GWAS	Biorxiv-Yao-2017
rs7535409	ADM	12.046	additional GWAS	Biorxiv-Yao-2017
rs58260031	CXCL16	11.955	additional GWAS	Biorxiv-Yao-2017
rs4253272	AGER	11.735	additional GWAS	Biorxiv-Yao-2017
rs11810108	MPO	11.695	additional GWAS	Biorxiv-Yao-2017
rs2236653	GP5	11.472	additional GWAS	Biorxiv-Yao-2017
rs757081	MPO	11.377	additional GWAS	Biorxiv-Yao-2017
rs4241819	CXCL16	11.141	additional GWAS	Biorxiv-Yao-2017
rs62135410	RETN	11.087	additional GWAS	Biorxiv-Yao-2017
rs6044953	MPO	10.939	additional GWAS	Biorxiv-Yao-2017
rs1550477	KLKB1	10.772	additional GWAS	Biorxiv-Yao-2017
rs7979473	CRP	10.361	additional GWAS	Biorxiv-Yao-2017
rs115975731	DPP4	10.296	additional GWAS	Biorxiv-Yao-2017
rs2009581	CXCL16	10.181	additional GWAS	Biorxiv-Yao-2017
rs71640034	CD40LG	10.115	additional GWAS	Biorxiv-Yao-2017
rs10774625	B2M	10.062	additional GWAS	Biorxiv-Yao-2017
rs7195669	EFEMP1	9.896	additional GWAS	Biorxiv-Yao-2017
rs79250611	IGFBP3	9.873	additional GWAS	Biorxiv-Yao-2017
rs1260326	KLKB1	9.672	additional GWAS	Biorxiv-Yao-2017
rs4655761	SAA1	9.606	additional GWAS	Biorxiv-Yao-2017
rs4889507	FGG	9.536	additional GWAS	Biorxiv-Yao-2017
rs117794776	MPO	9.272	additional GWAS	Biorxiv-Yao-2017
rs4907606	MMP8	9.177	additional GWAS	Biorxiv-Yao-2017
rs144392720	ADM	9.136	additional GWAS	Biorxiv-Yao-2017
rs2239852	CNTN1	9.129	additional GWAS	Biorxiv-Yao-2017
rs4142374	ADM	9.097	additional GWAS	Biorxiv-Yao-2017
rs732457	RETN	9.024	additional GWAS	Biorxiv-Yao-2017
rs144392720	IGFBP3	8.983	additional GWAS	Biorxiv-Yao-2017
rs2981746	REG1A	8.87	additional GWAS	Biorxiv-Yao-2017
rs8078692	RETN	8.635	additional GWAS	Biorxiv-Yao-2017
rs144276707	IL6ST	8.609	additional GWAS	Biorxiv-Yao-2017
rs8045877	AMBP	8.597	additional GWAS	Biorxiv-Yao-2017
rs9950367	CXCL12	8.545	additional GWAS	Biorxiv-Yao-2017
rs11074066	NCAM1	8.535	additional GWAS	Biorxiv-Yao-2017
rs33918	AMBP	8.34	additional GWAS	Biorxiv-Yao-2017
rs3733402	CCL2	8.14	additional GWAS	Biorxiv-Yao-2017
rs964184	APOB	8.021	additional GWAS	Biorxiv-Yao-2017
rs5167	SERPINA10	8.001	additional GWAS	Biorxiv-Yao-2017
rs4007812	CD40LG	7.947	additional GWAS	Biorxiv-Yao-2017
rs11065987	CXCL16	7.947	additional GWAS	Biorxiv-Yao-2017
rs1260326	SAA1	7.943	additional GWAS	Biorxiv-Yao-2017
rs1894693	GP5	7.86	additional GWAS	Biorxiv-Yao-2017
rs113586283	SERPINA10	7.703	additional GWAS	Biorxiv-Yao-2017
rs4907606	CXCL12	7.697	additional GWAS	Biorxiv-Yao-2017
rs4794093	CXCL12	7.622	additional GWAS	Biorxiv-Yao-2017
rs4889505	PON1	7.622	additional GWAS	Biorxiv-Yao-2017
rs7240932	MMP8	7.545	additional GWAS	Biorxiv-Yao-2017
rs112901837	BCHE	7.499	additional GWAS	Biorxiv-Yao-2017
rs4751870	APOB	7.493	additional GWAS	Biorxiv-Yao-2017
rs73695324	ICAM1	7.387	additional GWAS	Biorxiv-Yao-2017
rs11217234	MCAM	7.365	additional GWAS	Biorxiv-Yao-2017
rs142779420	MMP9	7.361	additional GWAS	Biorxiv-Yao-2017
rs1257168	CD163	7.333	additional GWAS	Biorxiv-Yao-2017
rs2659051	KLK3	20.039	additional GWAS	Gene
rs6679073	KLK3	14.424	additional GWAS	Gene
rs4631830	KLK3	10.167	additional GWAS	Gene
